Sample Date,Observers,Transect Number ,Plot Number,Genus,specific epithet,Common (0/1)
7/20/2011,"DG, BM",13,6,Reynoutria,japonica,0
7/20/2011,"DG, BM",13,6,Prunus,serotina,0
7/20/2011,"AM, AB",13,7,Smilax,rotundifolia,0
7/20/2011,"AM, AB",13,7,Quercus,velutina,0
7/20/2011,"AM, AB",13,8,Viburnum,prunifolium,0
7/20/2011,"AM, AB",13,8,Rubus,enslenii,0
7/20/2011,"AM, AB",13,8,Cornus,alternifolia,0
7/20/2011,PK,13,9,Maianthemum,racemosum,0
7/20/2011,"AH, DG",13,10,Polygonum,virginianum,0
7/21/2011,"AH, BM",13,11,Parthenocissus,quinquefolia,0
7/21/2011,"AH, BM",13,11,Viburnum,dentatum,0
7/21/2011,"AH, BM",13,11,Liquidambar,styraciflua,0
7/21/2011,"AH, BM",13,11,Quercus,rubra,0
7/21/2011,"AH, BM",13,11,Polygonum,virginianum,0
7/21/2011,"AH, BM",13,11,Phytolacca,americana,0
7/21/2011,AB,13,12,Maianthemum,racemosum,0
7/21/2011,AB,13,12,Ailanthus,altissima,0
7/21/2011,AB,13,12,Smilax,rotundifolia,1
7/21/2011,AB,13,12,Lonicera,maackii,1
7/21/2011,DG,13,13,Malus,spp.,0
7/21/2011,DG,13,13,Nyssa,sylvatica,0
7/21/2011,DG,13,13,Cephalotaxus,harringtonia,0
7/21/2011,"AB, HC",13,14,Rubus,alleghaniensis,0
7/21/2011,"AB, HC",13,14,Maianthemum,canadense,1
7/21/2011,"AB, HC",13,14,Liriodendron,tulipfera,0
7/21/2011,"AB, HC",13,14,Smilax,rotundifolia,0
7/21/2011,"AB, HC",13,14,Hedera,helix,0
7/21/2011,"AB, HC",13,14,Quercus,rubra,0
7/21/2011,"AB, HC",13,14,Ulmus,americana,0
7/21/2011,AB,13,15,Viburnum,dilatatum,0
7/21/2011,AB,13,15,moss,,0
7/21/2011,AB,13,15,Liquidambar,styraciflua,1
7/21/2011,AB,13,15,Rubus,alleghaniensis,0
7/21/2011,AB,13,15,Hedera,helix,0
7/21/2011,AB,13,15,Aralia,elata,0
7/21/2011,AB,13,15,Phellodendron,amurense,0
7/22/2011,"DK, AM",13,16,Unknown,,0
7/22/2011,"DK, AM",13,16,Phytolacca,americana,1
7/22/2011,"DK, AM",13,16,Polygonum,virginianum,1
7/22/2011,"DK, AM",13,16,moss,,0
7/22/2011,"DK, AM",13,16,Parthenocissus,quinquefolia,1
7/22/2011,"DK, AM",13,16,Frangula,alnus,1
7/22/2011,"DK, AM",13,16,Liquidambar,styraciflua,
7/22/2011,"DK, AM",13,16,Phellodendron,amurense,1
7/22/2011,"DK, AM",13,16,Aralia,elata,1
7/22/2011,"DK, AM",13,16,Prunus,serotina,0
7/22/2011,"DK, AM",13,17,moss,,1
7/22/2011,"DK, AM",13,17,Maianthemum,racemosum,0
7/22/2011,"DK, AM",13,17,Fraxinus,americana,0
7/22/2011,"DK, AM",13,17,Aralia,elata,0
7/22/2011,"DK, AM",13,18,Eurybia,divaricata,0
7/22/2011,"DK, AM",13,18,Ostrya,virginiana,0
7/22/2011,"DK, AM",13,18,Liquidambar,styraciflua,0
7/22/2011,"DK, AM",13,18,Fraxinus,americana,0
7/22/2011,"DK, AM",13,18,Viburnum,dilatatum,0
7/25/2011,AH,13,19,Liriodendron,tulipfera,0
7/25/2011,AH,13,19,Lonicera,maackii,0
7/25/2011,AH,13,19,Rubus,enslenii,0
7/25/2011,AH,13,19,Maianthemum,racemosum,0
7/25/2011,AH,13,19,Prunus,serotina,0
7/25/2011,AH,13,19,Acer,plantanoides,0
7/25/2011,"KM, AC",13,20,Maianthemum,racemosum,0
7/25/2011,"KM, AC",13,20,Eurybia,divaricata,0
7/25/2011,"KM, AC",13,20,moss,,0
7/25/2011,KM,13,21,Poaceae,spp.,1
7/25/2011,KM,13,21,Eurybia,divaricata,1
7/25/2011,KM,13,21,Oxalis,stricta,0
7/25/2011,KM,13,21,Viburnum,dilatatum,0
7/25/2011,KM,13,21,Rosa,multiflora,0
7/25/2011,DK,13,22,Lindera,benzoin,0
7/25/2011,DK,13,22,Parthenocissus,quinquefolia,0
7/25/2011,DK,13,22,Rubus,enslenii,0
7/25/2011,DK,13,22,Viburnum,dentatum,0
7/25/2011,AH,13,23,Toxicodendron,radicans,0
7/25/2011,AH,13,23,Quercus,rubra x velutina,0
7/25/2011,AH,13,23,Fraxinus,americana,0
7/25/2011,AH,13,23,Viburnum,dentatum,0
7/25/2011,AH,13,23,Smilax,rotundifolia,0
7/25/2011,DK,13,24,Eurybia,divaricata,0
7/25/2011,DK,13,24,Poaceae,spp.,0
7/25/2011,DK,13,24,Lonicera,japonica,1
7/25/2011,DK,13,24,moss,,1
7/25/2011,DK,13,24,Phytolacca,americana,1
7/25/2011,DK,13,24,Liquidambar,styraciflua,0
7/25/2011,DK,13,24,Ailanthus,altissima,0
7/25/2011,DK,13,24,Rubus,alleghaniensis,0
7/25/2011,DK,13,24,Viburnum,dentatum,1
7/25/2011,DK,13,24,Smilax,rotundifolia,0
7/25/2011,DK,13,24,Carya,spp. ,0
7/25/2011,DK,13,25,Maianthemum,racemosum,0
7/25/2011,DK,13,25,Polygonatum,biflorum,1
7/25/2011,DK,13,25,Viburnum,prunifolium,0
7/25/2011,DK,13,25,Parthenocissus,quinquefolia,0
7/25/2011,DK,13,26,Polygonatum,biflorum,0
7/25/2011,DK,13,26,Rosa,multiflora,0
7/25/2011,DK,13,26,Quercus,rubra,0
7/25/2011,DK,13,26,Prunus,spp.,0
7/25/2011,DG,13,27,Phytolacca,americana,0
7/25/2011,DG,13,27,Commelina,communis,0
7/25/2011,DG,13,27,Reynoutria,japonica,0
7/25/2011,DG,13,29,Impatiens,capensis,0
7/25/2011,DG,13,29,Eurybia,divaricata,1
7/25/2011,DG,13,29,Reynoutria,japonica,1
7/25/2011,DG,13,29,Phytolacca,americana,1
7/25/2011,DG,13,29,Ailanthus,altissima,1
7/25/2011,DG,13,29,Crataegus,spp.,
7/25/2011,DG,13,30,Eurybia,divaricata,0
7/25/2011,DG,13,30,Lonicera,japonica,0
7/25/2011,DG,13,30,Impatiens,capensis,0
7/25/2011,DG,13,30,Urtica,dioica,0
7/25/2011,DG,13,30,Lonicera,japonica,0
7/25/2011,DG,13,30,Unknown,,0
7/26/2011,AB,15,2,Phellodendron,amurense,0
7/26/2011,AB,15,2,Nyssa,sylvatica,0
7/26/2011,AB,15,4,Amelanchier,spp.,0
7/26/2011,AB,15,4,Aralia,elata,0
7/26/2011,AB,15,4,Toxicodendron,radicans,1
7/26/2011,AB,15,4,Ilex,opaca,0
7/26/2011,"JC, PK",15,3,Toxicodendron,radicans,1
7/26/2011,"JC, PK",15,3,Prunus,spp.,
7/26/2011,"JC, PK",15,3,Viburnum,dentatum,
7/26/2011,"AB, NR",15,5,Polygonatum,biflorum,0
7/26/2011,"AB, NR",15,5,Kalopanax,septemlobus,0
7/26/2011,"AB, NR",15,5,Fagus,grandifolia,1
7/26/2011,A,15,6,Phellodendron,amurense,1
7/26/2011,"AH,NR",15,7,Carya,spp. ,0
7/26/2011,"AH, NR",15,7,Nyssa,sylvatica,0
7/26/2011,"AB, JC",15,8,Polygonatum,biflorum,0
7/26/2011,"AB, JC",15,8,Maianthemum,racemosum,0
7/26/2011,"AB, JC",15,8,Rubus,alleghaniensis,0
7/26/2011,"AB, JC",15,8,Pinus,sp.,0
7/26/2011,"AB, JC",15,9,Maianthemum,racemosum,0
7/26/2011,"AB, JC",15,9,Rubus,alleghaniensis,1
7/26/2011,"AB, JC",15,9,Fraxinus,americana,0
7/26/2011,"AB, JC",15,9,Quercus,palustris,0
7/26/2011,"AB,JC",15,9,Prunus,spp.,
7/26/2011,"JB, AB",15,10,Amelanchier,spp.,0
7/26/2011,"JB, AB",15,10,Acer,saccharum,0
7/26/2011,"JB, AB",15,10,Viburnum,dentatum,0
7/26/2011,PK,15,12,Maianthemum,racemosum,1
7/26/2011,PK,15,12,Aralia,elata,0
7/26/2011,PK,15,12,Amelanchier,spp.,0
7/26/2011,"AB, JC",15,11,Parthenocissus,quinquefolia,0
7/26/2011,"AB, JC",15,11,Maianthemum,racemosum,0
7/26/2011,"AB, JC",15,11,Polygonatum,biflorum,0
7/26/2011,"AB, JC",15,11,Toxicodendron,radicans,0
7/27/2011,DG,15,13,Urtica,dioica,0
7/27/2011,DG,15,13,Eurybia,divaricata,0
7/27/2011,DG,15,13,Polygonatum,biflorum,0
7/27/2011,DG,15,13,Toxicodendron,radicans,0
7/27/2011,DG,15,14,Phytolacca,americana,0
7/27/2011,DG,15,14,Maianthemum,racemosum,0
7/27/2011,DG,15,14,Eurybia,divaricata,0
7/27/2011,DG,15,14,moss,,0
7/27/2011,DG,15,14,Kalopanax,septemlobus,0
7/27/2011,DG,15,14,Viburnum,acerifolium,0
7/27/2011,DG,15,14,Prunus,serotina,0
7/27/2011,DG,15,14,Viburnum,dilatatum,0
7/27/2011,DG,15,16,Viburnum,dilatatum,0
7/27/2011,"DK, NR",15,16,Poaceae,spp.,0
7/27/2011,"DK, NR",15,16,Ailanthus,altissima,1
7/27/2011,"DK, NR",15,16,Prunus,serotina,0
7/27/2011,"DK, NR",15,16,Maianthemum,racemosum,0
7/27/2011,"DK, NR",15,16,Solidago,spp.,0
7/27/2011,"DK, NR",15,16,Phellodendron,amurense,0
7/27/2011,AB,15,15,moss,,0
7/27/2011,AB,15,15,Maianthemum,racemosum,1
7/27/2011,AB,15,15,Polygonatum,biflorum,0
7/27/2011,AB,15,15,Ulmus,americana,0
7/27/2011,AB,15,15,Fraxinus,americana,0
7/27/2011,AB,15,17,Urtica,dioica,0
7/27/2011,AB,15,17,Rubus,enslenii,1
7/27/2011,AB,15,18,Frangula,alnus,0
7/27/2011,AB,15,18,Phytolacca,americana,0
7/27/2011,AB,15,18,Polygonatum,biflorum,0
7/27/2011,AB,15,18,Maianthemum,racemosum,0
7/27/2011,AB,15,18,Toxicodendron,radicans,1
7/27/2011,"AB, AC",15,19,Poaceae,spp.,0
7/27/2011,"AB, AC",15,19,Toxicodendron,radicans,1
7/27/2011,"AB, AC",15,19,Frangula,alnus,1
7/27/2011,"AB, AC",15,19,Prunus,spp.,0
7/27/2011,"AB, AC",15,19,Liquidambar,styraciflua,0
7/28/2011,AH,15,20,Viburnum,dentatum,0
7/28/2011,AH,15,20,Nyssa,sylvatica,0
7/28/2011,AH,15,20,Liquidambar,styraciflua,0
7/28/2011,DK,15,21,Mitchella,repens,0
7/27/2011,DK,15,22,Liquidambar,styraciflua,0
7/27/2011,DK,15,22,Sassafras,albidum,0
7/27/2011,DK,15,22,Viburnum,dentatum,0
7/27/2011,DK,15,23,Poaceae,spp.,0
7/27/2011,DK,15,23,Maianthemum,canadense,1
7/27/2011,DK,15,23,Eurybia,divaricata,0
7/27/2011,DK,15,23,Toxicodendron,radicans,1
7/27/2011,DK,15,23,Nyssa,sylvatica,0
7/27/2011,DK,15,23,Viburnum,dilatatum,0
7/27/2011,DK,15,23,Viburnum,prunifolium,0
7/28/2011,DK,15,24,Maianthemum,canadense,
7/28/2011,DK,15,24,Viburnum,dentatum,1
7/28/2011,DK,15,24,Viburnum,prunifolium,0
7/28/2011,DK,15,25,Maianthemum,canadense,1
7/28/2011,DK,15,25,Poaceae,spp.,0
7/28/2011,DK,15,25,Viburnum,dentatum,1
7/28/2011,DK,15,25,Fraxinus,americana,0
7/28/2011,DK,15,26,Rubus,alleghaniensis,1
7/28/2011,DK,15,26,Acer,rubrum,0
7/28/2011,"AB, NR",15,27,moss,,0
7/28/2011,"AB, NR",15,27,Poaceae,spp.,0
7/28/2011,"AB, NR",15,27,lichen,,0
7/28/2011,"AB, NR",15,27,Rhododendron ,spp. ,0
7/28/2011,AB,15,28,Viburnum,acerifolium,0
8/3/2011,"AB, DP",17,1,Solidago,spp.,0
8/3/2011,"AB, DP",17,1,Urtica,dioica,0
8/3/2011,"AB, DP",17,1,Prunus,spp.,0
8/3/2011,"AB, DP",17,1,Celastrus,orbiculatus,0
8/3/2011,"AB, DP",17,1,Kalopanax,septemlobus,0
8/3/2011,"AB, DP",17,1,Ulmus,americana,0
8/3/2011,"AB,DP",17,1,Betula,lenta,0
8/3/2011,"AB, DP",17,1,Fraxinus,americana,0
8/3/2011,"AB, DP",17,1,Hedera,helix,0
8/3/2011,"AB, DP",17,1,Ampelopsis,brevipedunculata,0
8/3/2011,"AB, DP",17,1,Lindera,benzoin,0
8/3/2011,"AB, DP",17,1,Quercus,rubra,0
8/3/2011,"AB, DP",17,1,Cornus,florida,0
8/3/2011,"AB, DD",17,2,Malus,spp.,0
8/3/2011,"AB,DD",17,2,Liriodendron,tulipfera,0
8/3/2011,"AB,DD",17,2,Cornus,florida,0
8/3/2011,"AB, DD",17,2,Fraxinus,americana,0
8/3/2011,"AB, DD",17,2,Prunus,spp.,0
8/3/2011,"AB, DD",17,2,Quercus,alba,0
8/3/2011,"AB, DD",17,3,Prunus,serotina,0
8/3/2011,"AB, DD",17,3,Ulmus,americana,0
8/3/2011,"AB, DD",17,3,Liriodendron,tulipfera,0
8/3/2011,"AB, DD",17,3,Maianthemum,racemosum,0
8/3/2011,"AB, DD",17,3,Sassafras,albidum,0
8/3/2011,"AB, DD",17,3,Solidago,spp.,0
8/3/2011,"AB, DD",17,3,Cornus,florida,0
8/3/2011,"AB, DD",17,3,Aralia,elata,0
8/3/2011,"LP, PC, AC",17,4,Solanum,dulcamaria,0
8/3/2011,"LP, PC, AC",17,4,Phytolacca,americana,0
8/3/2011,"LP, PC, AC",17,4,Ageratina,altissima,1
8/3/2011,"LP, PC, AC",17,4,Ostrya,virginiana,0
8/3/2011,"LP, PC, AC",17,4,Morus,alba,0
8/3/2011,"AH, AB",17,5,Solidago,spp.,0
8/3/2011,"AH, AB",17,5,Poaceae,spp.,
8/3/2011,"AH, AB",17,5,Toxicodendron,radicans,0
8/3/2011,"AH, AB",17,5,Viburnum,dilatatum,0
8/3/2011,"AH,AB",17,5,Fraxinus,americana,0
8/3/2011,"AH, AB",17,5,Lonicera,japonica,
8/3/2011,AB,17,6,Parthenocissus,quinquefolia,0
8/3/2011,AB,17,6,Polygonum,virginianum,0
8/3/2011,AB,17,6,Toxicodendron,radicans,1
8/3/2011,"AH, AB",17,7,Maianthemum,racemosum,0
8/3/2011,"AH, AB",17,7,Polygonatum,biflorum,0
8/3/2011,"AH, AB",17,7,Eurybia,divaricata,1
8/3/2011,"AH, AB",17,7,Crataegus,mollis,0
8/3/2011,"AH, AB",17,7,Aralia,elata,0
8/3/2011,"AH, AB",17,7,Viburnum,setigerum,0
8/3/2011,"AH, AB",17,7,Liquidambar,styraciflua,0
8/3/2011,AH. AB,17,7,Quercus,rubra,0
8/3/2011,"AH, AB",17,8,Polygonum,virginianum,0
8/3/2011,"AH,AB",17,8,Maianthemum,racemosum,
8/3/2011,"AH, AB",17,8,Acer,pseudoplantanus,
8/3/2011,"AH, AB",17,8,Sassafras,albidum,0
8/3/2011,"AH,AB",17,8,Viburnum,setigerum,0
8/3/2011,"AH, AB",17,8,Cornus,florida,0
8/3/2011,"AH,AB",17,8,Cornus,alternifolia,0
8/3/2011,"AH, AB",17,8,Rubus,alleghaniensis,0
8/3/2011,"AH, AB",17,8,Ulmus,americana,0
8/4/2011,AC,17,9,Maianthemum,racemosum,0
8/4/2011,AC,17,9,Toxicodendron,radicans,1
8/4/2011,AC,17,9,Fraxinus,americana,0
8/4/2011,AH,17,10,Phytolacca,americana,0
8/4/2011,AH,17,10,Impatiens,capensis,0
8/4/2011,AH,17,10,Eurybia,divaricata,0
8/4/2011,AH,17,10,Rubus,enslenii,0
8/4/2011,AH,17,10,Aralia,elata,0
8/4/2011,AH,17,10,Phellodendron,amurense,0
8/4/2011,AH,17,10,Lindera,benzoin,0
8/4/2011,"AB, AC",17,11,Polygonum,virginianum,1
8/4/2011,"AB, AC",17,11,Eurybia,divaricata,1
8/4/2011,"AB, AC",17,11,Liquidambar,styraciflua,1
8/4/2011,AB. AC,17,11,Quercus,rubra,0
8/3/2011,"AH, BM",17,12,Fraxinus,americana,0
8/3/2011,"AH, BM",17,12,Toxicodendron,radicans,0
8/3/2011,"AH, BM",17,12,Carya,spp. ,0
8/3/2011,"AH, BM",17,12,Hedera,helix,0
8/3/2011,"AH, BM",17,12,Prunus,serotina,0
8/3/2011,"AH, BM",17,12,Ampelopsis,brevipedunculata,0
8/3/2011,"AH, BM",17,12,Sassafras,albidum,0
8/3/2011,"AH, BM",17,12,Quercus,velutina,0
8/4/2011,AC,17,13,Alliaria,petiolata,1
8/4/2011,AC,17,13,Phytolacca,americana,1
8/4/2011,AC,17,13,Impatiens,capensis,1
8/4/2011,AC,17,13,Aralia,racemosa,1
8/4/2011,AC,17,13,Quercus,rubra,0
8/4/2011,AC,17,13,Celastrus,orbiculatus,0
8/4/2011,AC,17,13,Liquidambar,styraciflua,1
8/4/2011,AC,17,13,Quercus,palustris,0
8/4/2011,"BM, AH",17,14,Polygonum,virginianum,0
8/4/2011,"BM, AH",17,14,Lonicera,japonica,0
8/4/2011,"BM, AH",17,14,Circea,lutetiana,0
8/4/2011,"BM, AH",17,14,Rubus,enslenii,0
8/4/2011,"BM, AH",17,14,Toxicodendron,radicans,
8/4/2011,AH,17,15,Maianthemum,racemosum,0
8/4/2011,AH,17,15,Circea,lutetiana,0
8/4/2011,AH,17,15,Arisaema,triphyllum,0
8/4/2011,AH,17,15,Quercus,rubra,0
8/4/2011,AH,17,15,Phellodendron,amurense,0
8/4/2011,AH,17,15,Toxicodendron,radicans,0
8/4/2011,AH,17,15,Menispermum,canadense,0
8/4/2011,AH,17,15,Acer ,plantanoides,0
8/4/2011,AH,17,15,Acer,rubrum,0
8/4/2011,"BM, AC",17,16,Impatiens,capensis,1
8/4/2011,"BM, AC",17,16,Phytolacca,americana,1
8/4/2011,"BM, AC",17,16,Ageratina,altissima,0
8/4/2011,"BM, AC",17,16,Alliaria,petiolata,0
8/4/2011,"BM, AC",17,16,Liquidambar,styraciflua,0
8/4/2011,"BM, AC",17,16,Aralia,elata,0
8/4/2011,"BM, AC",17,16,Carya,spp. ,0
8/4/2011,"BM, AC",17,16,Ampelopsis,brevipedunculata,0
8/3/2011,AB,17,18,Fraxinus,americana,0
8/3/2011,AB,17,18,Quercus,rubra,0
8/4/2011,AB,17,17,Commelina,communis,0
8/4/2011,AB,17,17,Rubus,alleghaniensis,0
8/4/2011,AB,17,17,Kalopanax,septemlobus,0
8/4/2011,"DD, AH",17,19,Phytolacca,americana,0
8/4/2011,"DD, AH",17,19,Maianthemum,racemosum,0
8/4/2011,"DD, AH",17,19,Aralia,elata,0
8/4/2011,"DD, AH",17,19,Toxicodendron,radicans,0
8/5/2011,AH,17,20,Fraxinus,americana,0
8/5/2011,AH,17,21,Liquidambar,styraciflua,0
8/5/2011,AH,17,21,Lindera,benzoin,1
8/5/2011,AH,17,21,Nyssa,sylvatica,0
8/5/2011,AH,17,22,Maianthemum,canadense,
8/5/2011,AH,17,22,Sassafras,albidum,0
8/5/2011,AH,17,22,Rosa,multiflora,0
8/5/2011,AH,17,22,Quercus,rubra,0
8/5/2011,"DD, AC, BM",17,23,moss,,0
8/5/2011,"DD, AC, BM",17,23,Quercus,rubra,1
8/5/2011,"DD, AC, BM",17,23,Liquidambar,styraciflua,
8/5/2011,"DD, AC ",17,24,moss,,1
8/5/2011,"DD, AC ",17,24,Parthenocissus,quinquefolia,1
8/5/2011,"DD, AC ",17,24,Euonymus,spp.,1
8/5/2011,"DD, AC ",17,24,Prunus,spp.,1
8/5/2011,"AH, BM",17,25,Maianthemum,canadense,1
8/5/2011,"AH, BM",17,26,Poaceae,spp.,1
8/5/2011,"AH, BM",17,26,Eurybia,divaricata,0
8/5/2011,"AH, BM",17,26,Quercus,rubra,1
8/5/2011,"AH, BM",17,26,Aralia,elata,0
8/5/2011,"AH, BM",17,26,Nyssa,sylvatica,0
8/5/2011,"AH, BM",17,26,Rubus,enslenii,1
8/5/2011,"AH, BM",17,27,Solidago,spp.,0
8/5/2011,"AH, BM",17,27,Maianthemum,racemosum,0
8/5/2011,"AH, BM",17,27,moss,,0
8/5/2011,AH. BM,17,27,Poaceae,spp.,0
8/5/2011,"AH, BM",17,27,Viburnum,acerifolium,0
8/5/2011,"AH, BM",17,27,Rubus,alleghaniensis,0
8/5/2011,"AH, BM",17,27,Aralia,elata,0
8/5/2011,"AH, BM",17,27,Lonicera,maackii,0
8/5/2011,"AH, BM",17,27,Ampelopsis,brevipedunculata,0
8/5/2011,"AH, BM",17,27,Hedera,helix,0
8/5/2011,"AL, DD",17,28,Eurybia,divaricata,0
8/5/2011,"AL, DD",17,28,moss,,1
8/5/2011,"AL, DD",17,28,Acer,rubrum,0
8/5/2011,"AL, DD",17,28,Toxicodendron,radicans,0
8/5/2011,"BM, AH",17,29,Solidago,spp.,0
8/5/2011,"BM, AH",17,29,Liquidambar,styraciflua,1
8/5/2011,"BM, AH",17,29,Acer,rubrum,1
8/5/2011,"BM, AH",17,29,Rubus,enslenii,0
8/5/2011,"DD, AH",17,30,lichen,,1
8/5/2011,"DD, AH",17,30,Reynoutria,japonica,1
8/5/2011,"DD, AH",17,30,Circea,lutetiana,1
8/5/2011,"DD, AH",17,30,Poaceae,spp.,0
8/5/2011,"DD, AH",17,30,unknown,,1
8/5/2011,"DD, AH",17,30,Liquidambar,styraciflua,0
8/5/2011,"DD, AH",17,30,Acer,rubrum,0
8/5/2011,DD. AH,17,30,Paulownia,tomentosa,0
8/8/2011,AB,19,1,Phytolacca,americana,0
8/8/2011,AB,19,1,Solidago,spp.,1
8/8/2011,AB,19,1,Poaceae,spp.,0
8/8/2011,AB,19,1,Ulmus,americana,0
8/8/2011,AB,19,1,Phellodendron,amurense,0
8/8/2011,AB,19,1,Lonicera,maackii,0
8/8/2011,AB,19,2,Maianthemum,racemosum,0
8/8/2011,AB,19,2,Poaceae,spp.,
8/8/2011,AB,19,2,Viburnum,dilatatum,0
8/8/2011,AB,19,2,Fraxinus,americana,0
8/8/2011,AB,19,3,Eurybia,divaricata,1
8/8/2011,AB,19,3,Maianthemum,racemosum,1
8/8/2011,AB,19,3,Polygonum,virginianum,1
8/8/2011,AB,19,3,Solidago,spp.,0
8/8/2011,AB,19,3,Solanum,spp.,0
8/8/2011,AB,19,3,Carya,spp. ,0
8/8/2011,AB,19,3,Rubus,enslenii,1
8/8/2011,PK,19,4,Maianthemum,racemosum,1
8/8/2011,PK,19,4,Lonicera,maackii,0
8/8/2011,PK,19,4,Vinca,spp.,1
8/8/2011,PK,19,4,Parthenocissus,quinquefolia,1
8/8/2011,PK,19,4,unknown,shrub,0
8/8/2011,PK,19,5,Phytolacca,americana,1
8/8/2011,PK,19,5,Viburnum,dilatatum,0
8/8/2011,PK,19,5,Parthenocissus,quinquefolia,1
8/8/2011,PK,19,5,Celastrus,orbiculatus,0
8/8/2011,AH,19,6,Polygonum,virginianum,0
8/8/2011,AH,19,6,Polygonatum,biflorum,0
8/8/2011,AH,19,6,Quercus,rubra,0
8/8/2011,AH,19,6,Fraxinus,americana,0
8/8/2011,AH,19,6,Carya,spp. ,0
8/8/2011,AH,19,6,Parthenocissus,quinquefolia,0
8/9/2011,AH,19,7,Maianthemum,racemosum,0
8/9/2011,AH,19,7,Eurybia,divaricata,0
8/9/2011,"AC, BM",19,8,Lindera,benzoin,0
8/9/2011,"AC, BM",19,8,Parthenocissus,quinquefolia,0
8/9/2011,"AC, BM",19,8,Prunus,serotina,1
8/9/2011,"AC, BM",19,9,Liriodendron,tulipfera,0
8/9/2011,AB. DD,19,10,Liquidambar,styraciflua,0
8/9/2011,"AC, BM",19,11,moss,,0
8/9/2011,"AC, BM",19,11,Polygonatum,biflorum,0
8/9/2011,"AC, BM",19,11,Polygonum,virginianum,0
8/9/2011,"AC, BM",19,11,Fraxinus,americana,1
8/9/2011,"AC, BM",19,11,Liquidambar,styraciflua,0
8/9/2011,"AB, DD",19,12,Phytolacca,americana,0
8/9/2011,"AB, DD",19,12,Eurybia,divaricata,0
8/9/2011,"AB, DD",19,12,Commelina,communis,0
8/9/2011,"AB,DD",19,12,Lindera,benzoin,1
8/9/2011,"AB, DD",19,12,Prunus,serotina,1
8/9/2011,"AB, DD",19,12,Fraxinus,americana,0
8/9/2011,"AB, DD",19,12,Viburnum,dilatatum,0
8/9/2011,"AB, DD",19,12,Viburnum,dentatum,0
8/9/2011,"AB, DD",19,13,Polygonatum,biflorum,1
8/9/2011,"AB, DD",19,13,Maianthemum,racemosum,1
8/9/2011,"AB, DD",19,13,Arisaema,triphyllum,0
8/9/2011,"AB, DD",19,13,Toxicodendron,radicans,1
8/9/2011,"AB, DD",19,13,Fraxinus,americana,0
8/9/2011,"AB, DD",19,14,Toxicodendron,radicans,1
8/9/2011,"AB, DD",19,14,Maianthemum,racemosum,0
8/9/2011,"AB, DD",19,14,Ilex,verticillata,0
8/9/2011,"AC, BM",19,15,Eurybia,divaricata,0
8/9/2011,"AC, BM",19,15,Polygonatum,biflorum,0
8/9/2011,"AC, BM",19,15,moss,,0
8/9/2011,"AC, BM",19,15,Aralia,elata,0
8/9/2011,"AC, BM",19,15,Toxicodendron,radicans,
8/9/2011,"AB,DD",19,16,Eurybia,divaricata,1
8/9/2011,"AB, DD",19,16,Solidago,spp.,1
8/9/2011,"AB, DD",19,16,Phytolacca,americana,0
8/9/2011,"AB, DD",19,16,Malus,spp.,0
8/9/2011,"AB, DD",19,16,Prunus,spp.,0
8/9/2011,"AB, DD",19,17,Poaceae,spp.,0
8/9/2011,"AB, DD",19,17,Lonicera,maackii,0
8/9/2011,"AB, DD",19,17,Parthenocissus,quinquefolia,1
8/9/2011,"AB, DD",19,17,Solidago,spp.,0
8/9/2011,"AB, DD",19,17,Liquidambar,styraciflua,1
8/9/2011,"AB, DD",19,18,Eurybia,divaricata,1
8/9/2011,"AB, DD",19,18,Phytolacca,americana,1
8/9/2011,"AB, DD",19,18,moss,,0
8/9/2011,"AB, DD",19,18,Circea,lutetiana,0
8/9/2011,"AB, DD",19,18,Rubus,phoenichalculus,1
8/9/2011,"AB, DD",19,18,Aralia,elata,0
8/9/2011,"AB, DD",19,18,Liquidambar,styraciflua,0
8/9/2011,"AB, DD",19,18,Quercus,velutina,0
8/9/2011,"AB, DD",19,18,Acer,rubrum,0
8/9/2011,AC,19,19,Eurybia,divaricata,1
8/9/2011,AC,19,19,Polygonum,virginianum,1
8/9/2011,AC,19,19,Lonicera,maackii,0
8/9/2011,AC,19,19,Aralia,elata,1
8/9/2011,AC,19,19,Liquidambar,styraciflua,0
8/9/2011,AC,19,19,Quercus,rubra,0
8/9/2011,AC,19,19,Viburnum,dentatum,0
8/10/2011,"HC, AC",19,20,moss,,1
8/10/2011,"HC, AC",19,20,Viburnum,dilatatum,0
8/10/2011,"HC, AC",19,20,Fraxinus,americana,0
8/10/2011,"AB, DD",19,21,Poaceae,spp.,0
8/10/2011,"AB, DD",19,21,Eurybia,divaricata,0
8/10/2011,"AB, DD",19,21,Vaccinium,spp.,
8/10/2011,"HC, AC",19,22,Solidago,spp.,0
8/10/2011,"HC, AC",19,22,Artemsia,vulgaris,0
8/10/2011,"HC, AC",19,22,lichen,,1
8/10/2011,"HC, AC",19,22,Quercus,alba,0
10-Aug,"HC, AC",19,22,Betula,lenta,
7/29/2011,"AH, NR",21,1,Carya,spp. ,0
7/29/2011,"AH, NR",21,1,Quercus,alba,0
7/29/2011,"AH, NR",21,1,Viburnum,dentatum,0
7/29/2011,"AH, NR",21,1,Viola,soraria,0
7/29/2011,"NR, AH",21,2,Circea,lutetiana,0
7/29/2011,"NR, AH",21,2,Acer,saccharum,0
7/29/2011,"NR, AH",21,2,Lonicera,japonica,0
