Sample Date,Transect Number ,Plot Number,Plot Corner,Genus ,Specific epithet,0-1,1-2,2-3,3-4,4-5
7/13/2011,9,13,SW,Bare soil,,0,0,40,15,0
7/13/2011,9,14,NW,Bare soil,,5,40,20,0,0
7/13/2011,9,15,SE,Bare soil,,0,0,14,0,0
7/13/2011,9,17,NE,Bare soil,,10,10,20,0,0
7/13/2011,9,17,NW,Bare soil,,0,0,0,20,0
7/13/2011,9,17,SE,Bare soil,,0,0,0,0,25
7/13/2011,9,17,SW,Bare soil,,0,0,0,0,15
7/13/2011,9,18,NE,Bare soil,,0,70,86,15,0
7/13/2011,9,18,NE,Bare soil,,100,100,100,100,100
7/13/2011,9,18,NW,Bare soil,,20,0,0,0,10
7/13/2011,9,18,SE,Bare soil,,50,0,0,0,55
7/13/2011,9,18,SW,Bare soil,,100,100,93,0,0
7/13/2011,9,19,SE,Bare soil,,70,100,100,100,100
7/13/2011,9,19,NE,Bare soil,,100,100,100,100,100
7/13/2011,9,12,NW,Rock,,10,100,100,100,80
7/13/2011,9,12,SE,Rock,,35,0,0,0,10
7/13/2011,9,12,SW,Rock,,15,35,48,5,15
7/13/2011,9,13,NE,Rock,,34,35,0,0,0
7/13/2011,9,13,NW,Rock,,8,0,0,0,0
7/13/2011,9,13,SE,Rock,,0,85,82,0,0
7/13/2011,9,13,SW,Rock,,0,6,10,0,85
7/13/2011,9,14,NW,Rock,,0,0,10,35,50
7/13/2011,9,14,SE,Rock,,0,0,25,100,100
7/13/2011,9,14,SE,Rock,,0,5,50,100,100
7/13/2011,9,14,SW,Rock,,0,0,95,20,0
7/13/2011,9,15,NE,Rock,,20,100,100,69,20
7/13/2011,9,15,NW,Rock,,0,0,0,35,100
7/13/2011,9,15,SE,Rock,,0,0,47,48,0
7/13/2011,9,15,SW,Rock,,0,13,0,0,5
7/13/2011,9,16,NE,Rock,,0,0,0,0,70
7/13/2011,9,16,NW,Rock,,0,0,15,60,75
7/13/2011,9,16,SW,Rock,,0,55,100,100,56
7/13/2011,9,17,NW,Rock,,0,0,40,60,0
7/13/2011,9,17,SW,Rock,,0,0,22,0,0
7/13/2011,9,18,NE,Rock,,0,0,4,0,0
7/13/2011,9,18,NW,Rock,,0,0,0,8,2
7/13/2011,9,17,SW,Rock,,0,15,0,15,0
7/13/2011,9,19,SW,Rock,,0,0,20,0,0
7/13/2011,9,16,NW,Trail,,10,0,0,0,0
7/13/2011,9,16,SE,Trail,,100,100,90,0,0
7/13/2011,9,17,NW,Trail,,100,100,40,0,0
7/13/2011,9,17,SW,Trail,,100,75,0,0,0
7/13/2011,9,18,NW,Trash,,0,0,0,0,10
7/13/2011,9,13,SW,Tree,,0,0,50,0,0
7/13/2011,9,15,SW,Tree,,0,0,0,3,0
7/13/2011,9,18,NE,Tree,,0,0,10,0,0
7/13/2011,9,18,NW,Tree,,0,0,0,0,3
7/13/2011,9,18,SE,Tree,,0,0,0,5,0
7/13/2011,9,18,NW,Tree,,0,0,0,40,0
7/13/2011,9,19,NW,Tree,,0,0,0,40,0
7/13/2011,9,16,NE,Tree,,100,100,40,0,0
7/13/2011,9,12,NE,Ailanthus ,altissima,15,4,0,5,15
7/13/2011,9,12,NE,Aralia,elata,0,20,0,20,0
7/13/2011,9,12,NE,Eurybia ,divaricata,31,45,65,35,0
7/13/2011,9,12,NE,Ostrya,virginiana,0,0,0,0,45
7/13/2011,9,12,NE,Polygonum,virginianum,25,0,8,5,0
7/13/2011,9,12,NE,Rubus,alleghaniensis,0,8,10,60,25
7/13/2011,9,12,NW,Ailanthus ,altissima,20,0,0,0,30
7/13/2011,9,12,NW,Aralia,elata,0,2,0,0,0
7/13/2011,9,12,NW,Eurybia ,divaricata,0,0,0,0,7
7/13/2011,9,12,NW,Polygonum,virginianum,8,0,0,0,0
7/13/2011,9,12,NW,Rubus,alleghaniensis,1,0,0,0,5
7/13/2011,9,12,NW,Rubus,sp.,15,0,0,0,0
7/13/2011,9,12,SE,Ailanthus ,altissima,1,0,0,4,6
7/13/2011,9,12,SE,Aralia,elata,15,0,0,0,0
7/13/2011,9,12,SE,Eurybia ,divaricata,0,10,95,40,0
7/13/2011,9,12,SE,Polygonum,virginianum,0,2,0,22,12
7/13/2011,9,12,SE,Rubus,sp.,5,30,12,0,0
7/13/2011,9,12,SW,Ailanthus ,altissima,8,8,0,45,0
7/13/2011,9,12,SW,Ostrya ,virginiana,0,0,0,0,35
7/13/2011,9,12,SW,Phytolacca,americana,20,60,0,0,0
7/13/2011,9,12,SW,polygonum,virginianum,35,80,7,55,0
7/13/2011,9,13,NE,Aralia,elata,4,0,0,10,35
7/13/2011,9,13,NE,Eurybia ,divaricata,53,0,0,0,25
7/13/2011,9,13,NE,Phellodendron,amurense,55,0,0,0,0
7/13/2011,9,13,NE,Polygonum,virginianum,24,42,25,0,0
7/13/2011,9,13,NE,Rubus,sp.,0,21,2,0,0
7/13/2011,9,13,NW,Aralia,elata,0,0,11,0,8
7/13/2011,9,13,NW,Eurybia ,divaricata,15,7,7,59,33
7/13/2011,9,13,NW,Reynoutria,japonica,0,0,0,0,18
7/13/2011,9,13,NW,Maianthemum,canadense,0,3,15,0,0
7/13/2011,9,13,NW,Polygonum,virginianum,22,14,0,0,0
7/13/2011,9,13,NW,Rubus,sp.,7,8,19,0,3
7/13/2011,9,13,NW,Smilax ,rotundifolia,0,13,18,0,0
7/13/2011,9,13,SE,Aralia,elata,0,0,0,0,62
7/13/2011,9,13,SE,Eurybia ,divaricata,0,0,24,50,30
7/13/2011,9,13,SE,Parthenocissus ,quinquefolia,0,0,6,0,0
7/13/2011,9,13,SE,Polygonum,virginianum,0,0,0,18,25
7/13/2011,9,13,SE,Prunus,serotina,10,20,0,100,0
7/13/2011,9,13,SW,Ailanthus ,altissima,0,2,0,0,0
7/13/2011,9,13,SW,Aralia,elata,18,0,10,55,55
7/13/2011,9,13,SW,Eurybia ,divaricata,28,10,0,4,6
7/13/2011,9,13,SW,Rubus,sp.,0,0,0,0,8
7/13/2011,9,14,NE,Ailanthus ,altissima,0,30,10,0,0
7/13/2011,9,14,NE,Polygonum,virginianum,10,0,0,0,0
7/13/2011,9,14,NE,Rubus,alleghaniensis,25,40,40,5,0
7/13/2011,9,14,NE,Ulmus,americana,60,0,0,0,0
7/13/2011,9,14,NW,Ailanthus ,altissima,0,5,0,0,0
7/13/2011,9,14,NW,Aralia,elata,0,5,14,0,0
7/13/2011,9,14,NW,Eurybia ,divaricata,50,65,32,0,0
7/13/2011,9,14,NW,Polygonum,virginianum,20,0,0,0,0
7/13/2011,9,14,SE,Ailanthus ,altissima,15,0,0,0,0
7/13/2011,9,14,SE,Eurybia ,divaricata,0,0,0,5,0
7/13/2011,9,14,SE,Poaceae,spp.,0,0,0,15,0
7/13/2011,9,14,SE,Maianthemum,canadense,0,20,15,0,0
7/13/2011,9,14,SE,Prunus,serotina,0,0,5,0,0
7/13/2011,9,14,SE,Rosa,multiflora,0,20,10,0,0
7/13/2011,9,14,SE,Maianthemum,racemosum,0,30,0,0,0
7/13/2011,9,14,SW,Aralia,elata,0,0,0,40,80
7/13/2011,9,14,SW,Eurybia ,divaricata,0,0,0,0,5
7/13/2011,9,14,SW,Nyssa,sylvatica,33,0,0,0,0
7/13/2011,9,14,SW,Prunus,serotina,0,45,0,0,0
7/13/2011,9,14,SW,Quercus,rubra,0,0,0,20,35
7/13/2011,9,14,SW,Rubus,alleghaniensis,0,0,0,0,8
7/13/2011,9,14,SW,Rubus,sp.,0,0,0,18,0
7/13/2011,9,14,SW,Viburnum,dentatum,0,0,0,0,0
7/13/2011,9,15,NE,Ailanthus ,altissima,0,0,0,0,11
7/13/2011,9,15,NE,Aralia,elata,0,0,0,0,50
7/13/2011,9,15,NE,Fagus,grandifolia,0,100,0,0,0
7/13/2011,9,15,NE,Reynoutria,japonica,0,0,0,0,70
7/13/2011,9,15,NE,Toxicodendron ,radicans,0,0,70,85,0
7/13/2011,9,15,NW,Ailanthus ,altissima,13,11,8,0,0
7/13/2011,9,15,NW,Aralia,elata,0,0,0,10,90
7/13/2011,9,15,NW,Polygonum,virginianum,10,2,18,0,0
7/13/2011,9,15,NW,Prunus,serotina,0,25,0,0,0
7/13/2011,9,15,NW,Rubus,sp.,12,0,0,0,0
7/13/2011,9,15,SE,Reynoutria,japonica,100,40,0,44,68
7/13/2011,9,15,SE,Lindera,benzoin,0,0,22,0,11
7/13/2011,9,15,SW,Aralia,elata,4,98,30,0,0
7/13/2011,9,15,SW,Eurybia ,divaricata,14,14,0,0,0
7/13/2011,9,15,SW,Lindera,benzoin,0,0,6,0,0
7/13/2011,9,15,SW,Phytolacca,americana,53,0,0,46,0
7/13/2011,9,15,SW,Prunus,serotina,0,0,0,86,3
7/13/2011,9,15,SW,UNKNOWN,,0,0,0,0,3
7/13/2011,9,16,NE,Eurybia ,divaricata,0,0,0,0,5
7/13/2011,9,16,NW,Ailanthus ,altissima,2,31,41,0,0
7/13/2011,9,16,NW,Parthenocissus ,quinquefolia,0,2,15,19,1
7/13/2011,9,16,SE,Reynoutria,japonica,0,0,0,20,0
7/13/2011,9,16,SE,Prunus,serotina,0,0,0,0,0
7/13/2011,9,16,SW,Aralia,elata,0,40,0,0,0
7/13/2011,9,16,SW,Reynoutria,japonica,35,0,0,0,38
7/13/2011,9,17,NE,Acer,saccharum,0,0,60,0,0
7/13/2011,9,17,NW,Ailanthus ,altissima,0,0,5,10,0
7/13/2011,9,17,NW,Lindera,benzoin,0,0,40,20,0
7/13/2011,9,17,NW,Phytolacca,americana,0,0,0,4,0
7/13/2011,9,17,SE,Acer,saccharum,0,0,25,0,0
7/13/2011,9,17,SW,Circea ,lutetiana,0,12,0,0,0
7/13/2011,9,17,SW,Lindera,benzoin,0,0,1,50,15
7/13/2011,9,18,NE,Acer,rubrum,0,0,0,0,18
7/13/2011,9,18,NE,Fagus,grandifolia,0,0,0,20,2
7/13/2011,9,18,NE,Reynoutria,japonica,0,0,39,0,0
7/13/2011,9,18,NE,Impatiens,capensis,0,0,0,9,0
7/13/2011,9,18,NE,Phytolacca,americana,0,1,0,0,0
7/13/2011,9,18,NE,Saururus,cernuus,0,0,0,45,90
7/13/2011,9,18,NW,Acer,platanoides,80,0,0,0,0
7/13/2011,9,18,NW,Impatiens,capensis,0,0,0,5,64
7/13/2011,9,18,SE,Fagus,grandifolia,20,0,0,0,0
7/13/2011,9,18,SW,Fagus,grandifolia,0,0,36,0,0
7/13/2011,9,19,NE,Acer,rubrum,0,0,0,0,18
7/13/2011,9,19,NE,Reynoutria,japonica,0,0,39,0,0
7/13/2011,9,19,NE,Impatiens,capensis,0,0,0,9,0
7/13/2011,9,19,NE,Saururus,cernuus,0,0,0,45,90
7/13/2011,9,19,NW,Impatiens,capensis,0,0,0,5,64
7/13/2011,9,19,SE,Impatiens,capensis,0,0,0,10,0
7/13/2011,9,19,SE,Saururus,cernuus,0,0,80,50,75
7/13/2011,9,19,SE,Symplocarpus,foetidus,15,0,0,0,0
7/13/2011,9,19,SE,Viburnum,dentatum,0,0,0,0,20
7/13/2011,9,19,SW,Ilex,opaca,0,30,95,95,0
7/13/2011,9,19,SW,Lindera,benzoin,0,0,0,20,35
7/14/2011,11,1,NE,Coarse Woody Debris,,12.0,0.0,0.0,0.0,0.0
7/14/2011,11,1,SE,Coarse Woody Debris,,0.0,8.0,10.0,0.0,3.0
7/14/2011,11,1,SW,Coarse Woody Debris,,6.0,3.0,22.0,7.0,9.0
7/14/2011,11,3,NE,Coarse Woody Debris,,90.0,19.0,3.0,0.0,7.0
7/14/2011,11,3,NW,Coarse Woody Debris,,14.0,3.0,4.0,0.0,7.0
7/14/2011,11,3,SE,Coarse Woody Debris,,0.0,0.0,17.0,36.0,29.0
7/14/2011,11,3,SW,Coarse Woody Debris,,7.0,0.0,0.0,0.0,15.0
7/14/2011,11,1,NE,Leaf Litter,,95.0,100.0,100.0,100.0,96.0
7/14/2011,11,1,NW,Leaf Litter,,100.0,100.0,100.0,100.0,100.0
7/14/2011,11,1,SE,Leaf Litter,,98.0,100.0,100.0,100.0,79.0
7/14/2011,11,1,SW,Leaf Litter,,94.0,97.0,78.0,93.0,91.0
7/14/2011,11,3,NE,Leaf Litter,,10.0,23.0,97.0,100.0,82.0
7/14/2011,11,3,NW,Leaf Litter,,86.0,97.0,96.0,100.0,93.0
7/14/2011,11,3,SE,Leaf Litter,,100.0,100.0,100.0,94.0,71.0
7/14/2011,11,3,SW,Leaf Litter,,100.0,100.0,90.0,35.0,85.0
7/14/2011,11,1,SE,Bare soil,,0.0,0.0,0.0,0.0,18.0
7/14/2011,11,3,NE,Bare soil,,0.0,58.0,0.0,0.0,0.0
7/14/2011,11,3,SW,Bare soil,,0.0,0.0,0.0,15.0,0.0
7/14/2011,11,1,SE,Rock,,2.0,0.0,0.0,0.0,0.0
7/14/2011,11,3,NE,Rock,,0.0,0.0,0.0,0.0,11.0
7/14/2011,11,3,SW,Rock,,0.0,0.0,10.0,50.0,0.0
7/14/2011,11,1,NE,Aralia,elata,0.0,9.0,0.0,0.0,0.0
7/14/2011,11,1,NE,Eurybia ,divaricata,40.0,0.0,3.0,0.0,4.0
7/14/2011,11,1,NE,Prunus,serotina,0.0,18.0,0.0,0.0,0.0
7/14/2011,11,1,NE,Rubus,sp.,0.0,0.0,0.0,6.0,0.0
7/14/2011,11,1,NE,Viburnum,dentatum,10.0,30.0,12.0,60.0,75.0
7/14/2011,11,1,NW,Eurybia ,divaricata,0.0,0.0,25.0,42.0,55.0
7/14/2011,11,1,NW,Phytolacca,americana,0.0,7.0,0.0,32.0,0.0
7/14/2011,11,1,NW,Solanum ,dulcamara,0.0,0.0,22.0,9.0,2.0
7/14/2011,11,1 ,SE,Aralia,elata,0.0,32.0,22.0,0.0,0.0
7/14/2011,11,1,SE,Eurybia ,divaricata,42.0,35.0,0.0,0.0,0.0
7/14/2011,11,1,SE,Parthenocissus,quinquefolia,15.0,0.0,0.0,9.0,0.0
7/14/2011,11,1,SE,Polygonatum,biflorum,0.0,13.0,0.0,15.0,6.0
7/14/2011,11,1,SE,Prunus,serotina,4.0,75.0,20.0,0.0,20.0
7/14/2011,11,1 ,SE,Viburnum,dentatum,0.0,0.0,25.0,80.0,12.0
7/14/2011,11 ,1,SE ,Fraxinus ,americana,5.0,30.0,0.0,0.0,0.0
7/14/2011,11 ,1,SW,Aralia,elata,47.0,29.0,45.0,5.0,0.0
7/14/2011,11,1,SW,Eurybia ,divaricata,5.0,0.0,0.0,5.0,16.0
7/14/2011,11,1,SW,Phellodendron,amurense,5.0,3.0,0.0,0.0,0.0
7/14/2011,11,1,SW,Phytolacca,americana,0.0,3.0,0.0,0.0,0.0
7/14/2011,11,1,SW,Rubus,sp.,0.0,0.0,0.0,0.0,24.0
7/14/2011,11,1,SW ,Parthenocissus,quinquefolia,8.0,0.0,0.0,0.0,0.0
7/14/2011,11,3,NE,Aralia,elata,0.0,8.0,0.0,0.0,0.0
7/14/2011,11,3,NE,Eurybia ,divaricata,0.0,1.0,84.0,44.0,0.0
7/14/2011,11,3,NE,Reynoutria,japonica,0.0,0.0,0.0,0.0,4.0
7/14/2011,11,3,NE,Poaceae,spp.,0.0,0.0,3.0,0.0,0.0
7/14/2011,11,3,NE,Phytolacca,americana,30.0,35.0,20.0,0.0,2.0
7/14/2011,11,3,NE,Polygonum,virginianum,0.0,0.0,0.0,15.0,0.0
7/14/2011,11,3,NE,Prunus,serotina,0.0,4.0,0.0,0.0,0.0
7/14/2011,11,3,NE,Rubus,alleghaniensis,19.0,0.0,24.0,8.0,0.0
7/14/2011,11,3,NW,Aralia,elata,0.0,2.0,0.0,5.0,0.0
7/14/2011,11,3,NW,Eurybia ,divaricata,21.0,70.0,47.0,87.0,100.0
7/14/2011,11,3,NW,Lonicera,japonica,0.0,6.0,0.0,0.0,2.0
7/14/2011,11,3,NW,Nyssa,sylvatica,0.0,82.0,35.0,0.0,0.0
7/14/2011,11,3,NW,Parthenocissus,quinquefolia,0.0,0.0,7.0,0.0,2.0
7/14/2011,11,3,NW,Rubus,alleghaniensis,25.0,0.0,31.0,15.0,0.0
7/14/2011,11,3,SE,Alliaria,petiolata,0.0,0.0,0.0,3.0,3.0
7/14/2011,11,3,SE,Commelina ,communis,5.0,1.0,0.0,0.0,0.0
7/14/2011,11,3,SE,Eurybia ,divaricata,4.0,0.0,0.0,0.0,0.0
7/14/2011,11,3,SE,Parthenocissus,quinquefolia,0.0,0.0,42.0,22.0,14.0
7/14/2011,11,3,SE,Polygonum,virginianum,0.0,0.0,1.0,0.0,0.0
7/14/2011,11,3,SE,Prunus,serotina,15.0,0.0,0.0,0.0,2.0
7/14/2011,11,3,SE,Rubus,alleghaniensis,8.0,21.0,40.0,12.0,34.0
7/14/2011,11,3,SE,Rubus,sp.,3.0,24.0,0.0,0.0,0.0
7/14/2011,11,3,SW,Alliaria,petiolata,0.0,0.0,0.0,0.0,15.0
7/14/2011,11,3,SW,Aralia,elata,0.0,0.0,0.0,2.0,0.0
7/14/2011,11,3,SW,Carya,sp.,30.0,0.0,0.0,0.0,0.0
7/14/2011,11,3,SW,Circea,lutetiana,10.0,0.0,0.0,0.0,0.0
7/14/2011,11,3,SW,Parthenocissus,quinquefolia,15.0,15.0,4.0,10.0,0.0
7/14/2011,11,3,SW,Rubus,sp.,,0.0,0.0,10.0,0.0
7/14/2011,11,3,SW,Solanum ,dulcamara,0.0,5.0,10.0,0.0,0.0
7/15/2011,11,2,NE,Coarse Woody Debris,,3.0,10.0,0.0,9.0,0.0
7/15/2011,11,2,NW,Coarse Woody Debris,,0.0,0.0,7.0,0.0,0.0
7/15/2011,11,2,SE,Coarse Woody Debris,,31.0,0.0,8.0,4.0,0.0
7/15/2011,11,4,NE,Coarse Woody Debris,,50.0,61.0,32.0,0.0,0.0
7/15/2011,11,4,NW,Coarse Woody Debris,,40.0,60.0,1.0,40.0,13.0
7/15/2011,11,4,SE,Coarse Woody Debris,,12.0,3.0,0.0,0.0,4.0
7/15/2011,11,4,SW,Coarse Woody Debris,,3.0,0.0,3.0,30.0,0.0
7/15/2011,11,5,NE,Coarse Woody Debris,,100.0,15.0,5.0,0.0,0.0
7/15/2011,11,5,NW,Coarse Woody Debris,,11.0,55.0,0.0,7.0,0.0
7/15/2011,11,6,NW,Coarse Woody Debris,,44.0,0.0,0.0,0.0,0.0
7/15/2011,11,6,SE,Coarse Woody Debris,,100.0,0.0,0.0,0.0,0.0
7/15/2011,11,7,NE,Coarse Woody Debris,,4.0,0.0,0.0,20.0,0.0
7/15/2011,11,7,SE,Coarse Woody Debris,,10.0,0.0,0.0,0.0,0.0
7/15/2011,11,7,SW,Coarse Woody Debris,,5.0,0.0,0.0,0.0,0.0
7/15/2011,11,8,SW,Coarse Woody Debris,,5.0,0.0,10.0,0.0,8.0
7/15/2011,11,2,NE,Leaf Litter,,97.0,90.0,100.0,91.0,100.0
7/15/2011,11,2,NW,Leaf Litter,,100.0,100.0,93.0,100.0,100.0
7/15/2011,11,2,SE,Leaf Litter,,69.0,90.0,95.0,96.0,100.0
7/15/2011,11,2,SW,Leaf Litter,,100.0,95.0,100.0,100.0,100.0
7/15/2011,11,4,NE,Leaf Litter,,50.0,39.0,68.0,100.0,100.0
7/15/2011,11,4,NW,Leaf Litter,,60.0,45.0,100.0,60.0,87.0
7/15/2011,11,4,SE,Leaf Litter,,88.0,97.0,100.0,100.0,96.0
7/15/2011,11,4,SW,Leaf Litter,,97.0,100.0,97.0,52.0,83.0
7/15/2011,11,5,NE,Leaf Litter,,0.0,85.0,95.0,100.0,100.0
7/15/2011,11,5,NW,Leaf Litter,,89.0,100.0,100.0,93.0,100.0
7/15/2011,11,5,SE,Leaf Litter,,50.0,0.0,0.0,100.0,100.0
7/15/2011,11,5,SW,Leaf Litter,,100.0,100.0,100.0,100.0,100.0
7/15/2011,11,6,NE,Leaf Litter,,100.0,100.0,100.0,100.0,100.0
7/15/2011,11,6,NW,Leaf Litter,,56.0,100.0,90.0,0.0,0.0
7/15/2011,11,6,SE,Leaf Litter,,0.0,0.0,0.0,25.0,100.0
7/15/2011,11,6,SW,Leaf Litter,,100.0,100.0,100.0,100.0,100.0
7/15/2011,11,7,NE,Leaf Litter,,96.0,100.0,100.0,100.0,100.0
7/15/2011,11,7,NW,Leaf Litter,,100.0,100.0,35.0,100.0,100.0
7/15/2011,11,7,SE,Leaf Litter,,90.0,100.0,100.0,100.0,100.0
7/15/2011,11,7,SW,Leaf Litter,,95.0,100.0,100.0,100.0,100.0
7/15/2011,11,8,SW,Leaf Litter,,60.0,100.0,100.0,100.0,92.0
7/15/2011,11,2,SW,Bare soil,,0.0,5.0,0.0,0.0,0.0
7/15/2011,11,8,SW,Bare soil,,35.0,0.0,0.0,0.0,0.0
7/15/2011,11,2,SE,Rock,,0.0,10.0,0.0,0.0,0.0
7/15/2011,11,4,SW,Rock,,0.0,0.0,0.0,18.0,17.0
7/15/2011,11,6,SE,Rock,,100.0,100.0,100.0,75.0,0.0
7/15/2011,11,7,NW,Rock,,0.0,0.0,65.0,0.0,0.0
7/15/2011,11,5,SE,Trail,,50.0,100.0,100.0,0.0,0.0
7/15/2011,11,6,NW,Trail,,0.0,0.0,10.0,100.0,100.0
7/15/2011,11,2,NE,Aralia,elata,0.0,19.0,25.0,0.0,12.0
7/15/2011,11,2,NE,Eurybia ,divaricata,36.0,0.0,0.0,0.0,0.0
7/15/2011,11,2,NE,Prunus,serotina,0.0,0.0,0.0,35.0,80.0
7/15/2011,11,2,NE,Rubus,sp.,12.0,7.0,0.0,0.0,7.0
7/15/2011,11,2,NE,Viburnum,dentatum,0.0,0.0,41.0,0.0,0.0
7/15/2011,11,2,NE ,Parthenocissus,quinquefolia,0.0,0.0,0.0,34.0,15.0
7/15/2011,11,2,NW,Eurybia ,divaricata,42.0,8.0,0.0,40.0,90.0
7/15/2011,11,2,NW,Polygonum,virginianum,0.0,4.0,0.0,0.0,0.0
7/15/2011,11,2,NW,Prunus,serotina,11.0,57.0,50.0,45.0,0.0
7/15/2011,11,2,NW,Toxicodendron ,radicans,0.0,23.0,22.0,0.0,0.0
7/15/2011,11,2,SE,Circea,lutetiana,18.0,5.0,0.0,0.0,0.0
7/15/2011,11,2,SE,Eurybia ,divaricata,0.0,0.0,0.0,0.0,20.0
7/15/2011,11,2,SE,Reynoutria,japonica,10.0,80.0,48.0,88.0,0.0
7/15/2011,11,2,SE,Parthenocissus,quinquefolia,28.0,5.0,5.0,0.0,7.0
7/15/2011,11,2,SE,Phytolacca,americana,0.0,50.0,0.0,0.0,0.0
7/15/2011,11,2,SE,Rubus,alleghaniensis,60.0,20.0,0.0,0.0,0.0
7/15/2011,11,2,SW,Aralia,elata,15.0,0.0,0.0,0.0,0.0
7/15/2011,11,2,SW,Eurybia ,divaricata,0.0,30.0,100.0,62.0,0.0
7/15/2011,11,2,SW,Reynoutria,japonica,0.0,0.0,0.0,45.0,66.0
7/15/2011,11,2,SW,Parthenocissus,quinquefolia,9.0,29.0,5.0,0.0,0.0
7/15/2011,11,2,SW,Polygonum,virginianum,0.0,0.0,0.0,0.0,8.0
7/15/2011,11,2,SW,Rubus,sp.,28.0,30.0,0.0,0.0,8.0
7/15/2011,11,2,SW,Smilax ,rotundifolia,0.0,0.0,0.0,5.0,0.0
7/15/2011,11,2,SW ,Prunus,serotina,20.0,50.0,25.0,15.0,35.0
7/15/2011,11,4,NE,Euonymus,alatus,9.0,0.0,0.0,0.0,0.0
7/15/2011,11,4,NE,Eurybia ,divaricata,5.0,2.0,12.0,17.0,0.0
7/15/2011,11,4,NE,Lonicera,japonica,0.0,1.0,2.0,2.0,0.0
7/15/2011,11,4,NE,Phytolacca,americana,0.0,0.0,0.0,0.0,11.0
7/15/2011,11,4,NE,Rubus,alleghaniensis,2.0,14.0,12.0,65.0,0.0
7/15/2011,11,4,NE,Rubus,sp.,0.0,0.0,0.0,0.0,9.0
7/15/2011,11,4,NE,Sassafras ,albidum,0.0,0.0,0.0,0.0,17.0
7/15/2011,11,4,NW,Eurybia ,divaricata,42.0,35.0,25.0,0.0,0.0
7/15/2011,11,4,NW,Lonicera,japonica,0.0,0.0,0.0,13.0,13.0
7/15/2011,11,4,NW,Phytolacca,americana,2.0,0.0,2.0,0.0,2.0
7/15/2011,11,4,NW,Prunus,serotina,0.0,0.0,2.0,38.0,0.0
7/15/2011,11,4,NW,Rubus ,alleghaniensis,10.0,50.0,35.0,29.0,30.0
7/15/2011,11,4,NW,Rubus,sp.,0.0,0.0,25.0,0.0,8.0
7/15/2011,11,4,SE,Eurybia ,divaricata,0.0,0.0,0.0,0.0,5.0
7/15/2011,11,4,SE,Lonicera,japonica,2.0,0.0,0.0,8.0,0.0
7/15/2011,11,4,SE,Malus,sp.,0.0,0.0,,0.0,9.0
7/15/2011,11,4,SE,Prunus,serotina,0.0,0.0,26.0,65.0,66.0
7/15/2011,11,4,SE,Rubus,sp.,0.0,0.0,0.0,0.0,3.0
7/15/2011,11,4,SW,Circea,lutetiana,0.0,0.0,15.0,0.0,0.0
7/15/2011,11,4,SW,Commelina ,communis,2.0,0.0,0.0,0.0,0.0
7/15/2011,11,4,SW,Eurybia ,divaricata,12.0,0.0,0.0,17.0,0.0
7/15/2011,11,4,SW,Lonicera,japonica,0.0,0.0,0.0,13.0,2.0
7/15/2011,11,4,SW,Malus,sp.,0.0,0.0,0.0,0.0,33.0
7/15/2011,11,4,SW,Phytolacca,americana,0.0,0.0,100.0,0.0,0.0
7/15/2011,11,4,SW,Prunus,serotina,1.0,4.0,8.0,0.0,0.0
7/15/2011,11,4,SW,Rubus,alleghaniensis,3.0,19.0,9.0,24.0,30.0
7/15/2011,11,4,SW,Rubus,sp.,8.0,34.0,18.0,8.0,20.0
7/15/2011,11,4,SW,Solanum ,dulcamara,0.0,0.0,6.0,0.0,0.0
7/15/2011,11,4,SW,Toxicodendron ,radicans,0.0,0.0,0.0,0.0,2.0
7/15/2011,11,5,NE,Eurybia ,divaricata,0.0,0.0,0.0,35.0,41.0
7/15/2011,11,5,NE,Lonicera,japonica,0.0,0.0,0.0,35.0,0.0
7/15/2011,11,5,NE,Prunus,serotina,0.0,0.0,0.0,0.0,30.0
7/15/2011,11,5,NE,Quercus,alba,7.0,0.0,0.0,0.0,0.0
7/15/2011,11,5,NE,Toxicodendron ,radicans,7.0,0.0,0.0,0.0,0.0
7/15/2011,11,5,NW,Carya ,sp.,0.0,0.0,18.0,0.0,0.0
7/15/2011,11,5,NW,Euonymus,alatus,0.0,20.0,85.0,0.0,0.0
7/15/2011,11,5,NW,Eurybia ,divaricata,3.0,0.0,23.0,51.0,53.0
7/15/2011,11,5,NW,Lonicera,japonica,15.0,15.0,15.0,10.0,0.0
7/15/2011,11,5,NW,Malus ,sp.,0.0,0.0,10.0,3.0,0.0
7/15/2011,11,5,NW,Prunus,serotina,5.0,0.0,0.0,0.0,0.0
7/15/2011,11,5,NW,Rubus,alleghaniensis,1.0,0.0,0.0,0.0,0.0
7/15/2011,11,5,NW,Rubus,sp.,0.0,0.0,0.0,0.0,22.0
7/15/2011,11,5,NW,Viburnum,dilatatum,0.0,0.0,15.0,60.0,0.0
7/15/2011,11,5,SE,Circea,lutetiana,4.0,0.0,0.0,65.0,6.0
7/15/2011,11,5,SE,Eurybia ,divaricata,8.0,0.0,0.0,0.0,0.0
7/15/2011,11,5,SW,Eurybia ,divaricata,40.0,100.0,87.0,14.0,53.0
7/15/2011,11,5,SW,Polygonatum,biflorum,0.0,21.0,0.0,0.0,0.0
7/15/2011,11,5,SW,Frangula,alnus,2.0,0.0,0.0,0.0,0.0
7/15/2011,11,6,NE,Eurybia ,divaricata,28.0,100.0,100.0,15.0,5.0
